project_id,project_name,project_description,project_field_of_view,project_method,project_countries,project_protocol,project_global_region,project_organisations,site_id,site_name,site_latitude,site_longitude,site_depth,site_country,site_reef_name,site_exposure,site_reef_type,site_reef_zone,site_code,site_management,site_local_region,site_country_region,survey_id,survey_title,survey_description,survey_start_date (UTC),survey_collection_method,survey_depth,survey_transect_number,image_id,image_name,image_path,image_height,image_width,image_latitude,image_longitude,image_quality,image_disabled,point_id,point_num,point_machine_benthic_id,point_human_benthic_id,point_machine_classification,point_human_classification,point_machine_group_code,point_human_group_code,point_machine_benthic_code,point_human_benthic_code,QC_annotation,point_tags,point_coordinate,point_model_confidence,point_modified_by_displayname,point_modified_by_username,point_modified_by_email,model_data
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",42980,Atata FHR 2,-21.050587,-175.265363,5,Tonga,NA,Sheltered,fringing,fore reef,NA,FHR_2008,NA,Tongatapu,73416,Tongatapu_Atata FHR 2_2024_Transect_1,NA,2024-09-24 10:31:00+00:00,Dive,5.5,1,5096873,P9244813.JPG,surveys/tonga-benthic-surveys/73416/e14e6a5d-7412-4c30-832a-9da0c009082b/P9244813.JPG,3000,4000,NA,NA,NA,FALSE,224023414,42,3594,NA,ta,,algae,,Turf algae,,,,"2388, 1366",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43144,Nuku Outside 3,-21.098177,-175.038988,5,Tonga,NA,Exposed,fringing,fore reef,NA,Open,NA,Tongatapu,56250,Tongatapu_Nuku Outside 3_2018_Transect_1,NA,2018-10-07 11:30:00+00:00,Dive,5,1,4175446,DSCN7210.JPG,surveys/tonga-benthic-surveys/56250/2d898701-0a17-4c32-a64f-f17ddecc2b54/DSCN7210.JPG,3456,4608,NA,NA,NA,FALSE,177947114,37,3417,NA,ma_calc,,algae,,Macroalgae,,,,"2806, 3041",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43146,Ofalanga FHR,-19.594083,-174.467917,8,Tonga,NA,Exposed,fringing,fore reef,NA,FHR_2018,NA,Haapai,56258,Haapai_Ofalanga FHR_2018_Transect_4,NA,2018-07-16 09:00:00+00:00,Dive,8,4,4175584,IMG_0303.JPG,surveys/tonga-benthic-surveys/56258/d9123ed2-e03e-4d66-873c-11e2f317e855/IMG_0303.JPG,3456,5184,NA,NA,NA,FALSE,177954070,43,3594,NA,ta,,algae,,Turf algae,,,,"2271, 2727",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43168,Oua SMA 2,-20.045319,-174.678867,1.5,Tonga,NA,Very Sheltered,fringing,fore reef,NA,SMA_2006,NA,Haapai,56295,Haapai_Oua SMA 2_2018_Transect_1,NA,2018-08-09 11:30:00+00:00,Dive,1.5,1,4176325,DSCN1052.JPG,surveys/tonga-benthic-surveys/56295/14d27d11-e372-43b8-ab80-fd60c5b40c4b/DSCN1052.JPG,3456,4608,NA,NA,NA,FALSE,177991028,10,3594,NA,ta,,algae,,Turf algae,,,,"586, 1147",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43234,Uiha FHR Town,-19.890986,-174.413013,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,FHR_2018,NA,Haapai,74244,Haapai_Uiha FHR Town_2024_Transect_1,NA,2024-10-12 10:42:00+00:00,Dive,1.5,1,5121214,PA122569.JPG,surveys/tonga-benthic-surveys/74244/628bcd28-5a03-4188-96b2-92a7e29635e9/PA122569.JPG,3000,4000,NA,NA,NA,FALSE,225226307,19,3594,NA,ta,,algae,,Turf algae,,,,"3318, 2108",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43000,Fafa 1,-21.081698,-175.160344,5,Tonga,NA,Very Sheltered,fringing,fore reef,NA,FHR_2014,NA,Tongatapu,73588,Tongatapu_Fafa 1_2024_Transect_2,NA,2024-09-28 11:20:00+00:00,Dive,4.3,2,5099124,P9281775.JPG,surveys/tonga-benthic-surveys/73588/f9794dc4-cc4b-42fc-9557-06211a89b5d5/P9281775.JPG,3000,4000,NA,NA,NA,FALSE,224135850,28,3594,NA,ta,,algae,,Turf algae,,,,"2085, 893",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43237,Uoleva North 1,-19.834733,-174.4156,6,Tonga,NA,Sheltered,fringing,fore reef,NA,Open,NA,Haapai,56418,Haapai_Uoleva North 1_2018_Transect_4,NA,2018-07-19 09:30:00+00:00,Dive,6,4,4178353,IMG_1493.JPG,surveys/tonga-benthic-surveys/56418/a2d34aa1-c642-486e-9485-f48c51802030/IMG_1493.JPG,3456,5184,NA,NA,NA,FALSE,178092330,3,3594,NA,ta,,algae,,Turf algae,,,,"2592, 1728",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43051,Holopeka,-19.781017,-174.347379,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,Open,NA,Haapai,56010,Haapai_Holopeka_2018_Transect_2,NA,2018-07-11 12:30:00+00:00,Dive,3,2,4169965,IMG_9988.JPG,surveys/tonga-benthic-surveys/56010/0a45e76a-d834-4bcb-b570-ff73321b5b91/IMG_9988.JPG,3456,5184,NA,NA,NA,FALSE,177673082,5,3594,NA,ta,,algae,,Turf algae,,,,"3888, 2592",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43131,Nomuka Iki FHR Baseline,-20.275017,-174.809254,5,Tonga,NA,Sheltered,fringing,fore reef,NA,SMA_2011,NA,Haapai,74003,Haapai_Nomuka Iki FHR Baseline_2024_Transect_2,NA,2024-09-08 12:55:00+00:00,Dive,4.9,2,5109131,P9080368.JPG,surveys/tonga-benthic-surveys/74003/a72cdcc4-9690-4fee-ac37-b3147fad1b47/P9080368.JPG,3000,4000,NA,NA,NA,FALSE,224623726,4,3594,NA,ta,,algae,,Turf algae,,,,"1000, 2250",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43190,Ovaka SMA 3,-18.74398333,-174.1125,6,Tonga,NA,Semi-exposed,fringing,fore reef,NA,SMA_2008,NA,Vavau,74117,Vavau_Ovaka SMA 3_2024_Transect_3,NA,2024-10-31 12:10:00+00:00,Dive,6,3,5111354,PA312629.JPG,surveys/tonga-benthic-surveys/74117/580caaa7-f9c1-44c0-ae79-f577143ff1c5/PA312629.JPG,3000,4000,NA,NA,NA,FALSE,224734650,28,3563,NA,sponge_enc,,other  invertebrate,,Porifera (Sponges),,,,"2522, 1984",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43017,Felemea FHR 3 Bommie,-19.910153,-174.418302,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,FHR_2008,NA,Haapai,55786,Haapai_Felemea FHR 3 Bommie_2018_Transect_2,NA,2018-07-24 12:00:00+00:00,Dive,3,2,4166494,IMG_2765.JPG,surveys/tonga-benthic-surveys/55786/5377de6f-139b-4c32-9655-40645ae3d871/IMG_2765.JPG,3456,5184,NA,NA,NA,FALSE,177499620,43,3594,NA,ta,,algae,,Turf algae,,,,"4073, 1879",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43196,Pangaimotu,-21.117974,-175.167165,6,Tonga,NA,Sheltered,fringing,fore reef,NA,FHR_2017,NA,Tongatapu,56328,Tongatapu_Pangaimotu_2018_Transect_2,NA,2018-10-10 11:30:00+00:00,Dive,6,2,4176862,DSCN8019.JPG,surveys/tonga-benthic-surveys/56328/5d245f08-9049-459e-adf8-7099103b0769/DSCN8019.JPG,3456,4608,NA,NA,NA,FALSE,178017913,31,3370,NA,hc_massive,,hard coral,,Hard coral,,,,"1781, 1644",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43183,Ovaka FHR 2,-18.75658333,-174.0994667,5,Tonga,NA,Exposed,fringing,fore reef,NA,FHR_2008,NA,Vavau,74099,Vavau_Ovaka FHR 2_2024_Transect_1,NA,2024-10-30 12:25:00+00:00,Dive,5,1,5109952,PA302575.JPG,surveys/tonga-benthic-surveys/74099/b60386f7-eb55-4871-8056-89819ddc0bd2/PA302575.JPG,3000,4000,NA,NA,NA,FALSE,224664644,22,3502,NA,pocil_bran,,hard coral,,Pocillopora,,,,"1359, 2319",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43127,Nomuka FHR 1,-20.269599,-174.7897,4,Tonga,NA,Semi-exposed,fringing,fore reef,NA,FHR_2011,NA,Haapai,56196,Haapai_Nomuka FHR 1_2018_Transect_2,NA,2018-08-21 09:30:00+00:00,Dive,4,2,4174593,DSCN2573.JPG,surveys/tonga-benthic-surveys/56196/7cba533a-85ae-4b7c-b79d-83d962b75f24/DSCN2573.JPG,3456,4608,NA,NA,NA,FALSE,177904470,43,3445,NA,monti_enc,,hard coral,,Montipora,,,,"3035, 2624",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43051,Holopeka,-19.781017,-174.347379,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,Open,NA,Haapai,73873,Haapai_Holopeka_2024_Transect_4,NA,2024-11-11 14:48:00+00:00,Dive,3,4,5103412,PB112333.JPG,surveys/tonga-benthic-surveys/73873/66bdb653-c668-4cfc-8f2c-22c13e339215/PB112333.JPG,3000,4000,NA,NA,NA,FALSE,224344373,1,3594,NA,ta,,algae,,Turf algae,,,,"1000, 750",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43184,Ovaka FHR 3,-18.75438333,-174.0986167,6,Tonga,NA,Exposed,fringing,fore reef,NA,FHR_2008,NA,Vavau,74104,Vavau_Ovaka FHR 3_2024_Transect_2,NA,2024-10-30 15:17:00+00:00,Dive,5,2,5110522,PA302767.JPG,surveys/tonga-benthic-surveys/74104/cf814b9a-ebf0-450e-90a5-c3cfa0bb5523/PA302767.JPG,3000,4000,NA,NA,NA,FALSE,224693021,49,3445,NA,monti_enc,,hard coral,,Montipora,,,,"2608, 1317",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43055,HTHH 4,-20.542331,-175.405574,4,Tonga,NA,Exposed,fringing,crest,NA,Open,NA,Haapai,55815,Haapai_HTHH 4_2018_Transect_2,NA,2018-10-24 09:30:00+00:00,Dive,4,2,4170230,DSCN8699.JPG,surveys/tonga-benthic-surveys/55815/ea64ecd4-8a80-418e-ba41-cc06b8531507/DSCN8699.JPG,3456,4608,NA,NA,NA,FALSE,177686296,19,3537,NA,ma_sarg,,algae,,Sargassum,,,,"3926, 2590",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43201,Port Maurelle,-18.70088333,-174.0287,6,Tonga,NA,Very Sheltered,fringing,fore reef,NA,Open,NA,Vavau,55561,Vavau_Port Maurelle_2017_Transect_4,NA,2017-09-23 03:00:00+00:00,Dive,6,4,4160155,(639).JPG,surveys/tonga-benthic-surveys/55561/629a6971-53cd-4f92-81d5-f134ca6395b5/(639).JPG,3000,4000,NA,NA,NA,FALSE,177182815,38,3534,NA,sand,,substrate,,Sand,,,,"2888, 918",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43236,Uiha SMA fringing,-19.897739,-174.411617,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,SMA_2018,NA,Haapai,56417,Haapai_Uiha SMA fringing_2018_Transect_4,NA,2018-07-23 13:30:00+00:00,Dive,3,4,4178324,IMG_2508.JPG,surveys/tonga-benthic-surveys/56417/25812005-34df-4b0a-a3ae-e20f819c7de7/IMG_2508.JPG,3456,5184,NA,NA,NA,FALSE,178091074,47,3594,NA,ta,,algae,,Turf algae,,,,"4615, 463",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43127,Nomuka FHR 1,-20.269599,-174.7897,4,Tonga,NA,Semi-exposed,fringing,fore reef,NA,FHR_2011,NA,Haapai,56197,Haapai_Nomuka FHR 1_2018_Transect_3,NA,2018-08-21 09:30:00+00:00,Dive,4,3,4174596,DSCN2581.JPG,surveys/tonga-benthic-surveys/56197/77200b1b-b50d-4eb8-9f4c-6bb0eb69b416/DSCN2581.JPG,3456,4608,NA,NA,NA,FALSE,177904570,43,3445,NA,monti_enc,,hard coral,,Montipora,,,,"1822, 1187",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43068,Kelefesia 2,-20.499326,-174.744503,7,Tonga,NA,Exposed,fringing,fore reef,NA,SMA_2018,NA,Haapai,73902,Haapai_Kelefesia 2_2024_Transect_1,NA,2024-10-09 10:57:00+00:00,Dive,5,1,5104478,PA092538.JPG,surveys/tonga-benthic-surveys/73902/0a1b12fb-d2ff-4fcb-81f0-92faaf4a64b4/PA092538.JPG,3000,4000,NA,NA,NA,FALSE,224396030,8,3594,NA,ta,,algae,,Turf algae,,,,"2199, 2388",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43191,Ovaka SMA 4 (Village),-18.74075,-174.097,7,Tonga,NA,Semi-exposed,fringing,fore reef,NA,SMA_2008,NA,Vavau,74120,Vavau_Ovaka SMA 4 (Village)_2024_Transect_2,NA,2024-10-31 14:18:00+00:00,Dive,7,2,5111479,PA312761.JPG,surveys/tonga-benthic-surveys/74120/6309d9a8-0304-48a6-8e67-1c757ae619f1/PA312761.JPG,3000,4000,NA,NA,NA,FALSE,224740924,2,3594,NA,ta,,algae,,Turf algae,,,,"3000, 750",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43062,Hunga Vavau PSW 3,-18.69213333,-174.1383,6,Tonga,NA,Exposed,fringing,fore reef,NA,SMA_2017,NA,Vavau,73886,Vavau_Hunga Vavau PSW 3_2024_Transect_1,NA,2024-10-24 10:54:00+00:00,Dive,6,1,5103848,PA242517.JPG,surveys/tonga-benthic-surveys/73886/1f520931-d822-4cb0-a7b4-441aadd99f4e/PA242517.JPG,3000,4000,NA,NA,NA,FALSE,224366176,4,3594,NA,ta,,algae,,Turf algae,,,,"1000, 2250",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",42978,Ata prison south,-21.05208,-175.02703,5,Tonga,NA,Sheltered,patch,fore reef,NA,Open,NA,Tongatapu,73410,Tongatapu_Ata prison south_2024_Transect_3,NA,2024-09-30 13:06:00+00:00,Dive,3,3,5096628,P9306513.JPG,surveys/tonga-benthic-surveys/73410/00140cce-c2f9-4d86-b457-c43cfb5d315f/P9306513.JPG,3000,4000,NA,NA,NA,FALSE,224011070,48,3537,NA,ma_sarg,,algae,,Sargassum,,,,"2806, 2373",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43048,Hakau Manu 3,-21.028808,-175.227747,6,Tonga,NA,Semi-exposed,patch,fore reef,NA,Open,NA,Tongatapu,55998,Tongatapu_Hakau Manu 3_2018_Transect_3,NA,2018-11-08 13:00:00+00:00,Dive,6,3,4169663,Hakau Manu 3 (56).JPG,surveys/tonga-benthic-surveys/55998/9d935773-d8c1-494d-9351-0e60dfc344aa/Hakau Manu 3 (56).JPG,3456,4608,NA,NA,NA,FALSE,177657839,12,3594,NA,ta,,algae,,Turf algae,,,,"2027, 2670",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43119,Muitoa FHR,-19.649342,-174.299849,7,Tonga,NA,Semi-exposed,fringing,fore reef,NA,FHR_2018,NA,Haapai,73979,Haapai_Muitoa FHR_2024_Transect_2,NA,2024-11-14 10:36:00+00:00,Dive,6,2,5107295,PB142091.JPG,surveys/tonga-benthic-surveys/73979/159db78f-05f0-4cc3-a6b1-141b0a024430/PB142091.JPG,3000,4000,NA,NA,NA,FALSE,224531937,15,3594,NA,ta,,algae,,Turf algae,,,,"2779, 503",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43233,Uiha FHR Far,-19.877276,-174.421743,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,FHR_2018,NA,Haapai,74243,Haapai_Uiha FHR Far_2024_Transect_4,NA,2024-10-12 08:31:00+00:00,Dive,1.5,4,5121159,PA122515.JPG,surveys/tonga-benthic-surveys/74243/77b9cb77-c84c-4ab4-838e-7eaf8dd290c9/PA122515.JPG,3000,4000,NA,NA,NA,FALSE,225223495,23,3534,NA,sand,,substrate,,Sand,,,,"1644, 1711",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43201,Port Maurelle,-18.70088333,-174.0287,6,Tonga,NA,Very Sheltered,fringing,fore reef,NA,Open,NA,Vavau,74195,Vavau_Port Maurelle_2024_Transect_4,NA,2024-09-03 09:30:00+00:00,Dive,4,4,5116314,P9030446.JPG,surveys/tonga-benthic-surveys/74195/8c122093-5ef6-42a4-a6a4-6ca772411168/P9030446.JPG,3000,4000,NA,NA,NA,FALSE,224981554,32,3534,NA,sand,,substrate,,Sand,,,,"466, 2312",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43101,Matafonua Bommie,-19.724087,-174.274592,3,Tonga,NA,Sheltered,patch,back reef,NA,SMA_2018,NA,Haapai,73948,Haapai_Matafonua Bommie_2024_Transect_3,NA,2024-11-16 12:50:00+00:00,Dive,2,3,5106289,IMG_0102.JPG,surveys/tonga-benthic-surveys/73948/76a9becf-c9b6-4a1d-995f-6c27da01d755/IMG_0102.JPG,3000,4000,NA,NA,NA,FALSE,224481649,27,3508,NA,porites_mas,,hard coral,,Porites,,,,"3203, 362",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43148,Ofu Bommie 1,-18.71608333,-173.9445667,5,Tonga,NA,Very Sheltered,patch,fore reef,NA,Open,NA,Vavau,55401,Vavau_Ofu Bommie 1_2017_Transect_2,NA,2017-10-27 10:00:00+00:00,Dive,5,2,4158754,(3098).JPG,surveys/tonga-benthic-surveys/55401/ce5e1c97-a30a-421d-9c6b-dca30e1ee980/(3098).JPG,3456,5184,NA,NA,NA,FALSE,177112744,17,3594,NA,ta,,algae,,Turf algae,,,,"4204, 2108",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43063,Hunga Vavau PSW 4 (lagoon),-18.69516667,-174.1294,6,Tonga,NA,Very Sheltered,patch,fore reef,NA,FHR_2017,NA,Vavau,55266,Vavau_Hunga Vavau PSW 4 (lagoon)_2017_Transect_2,NA,2017-10-10 12:30:00+00:00,Dive,6,2,4157448,(2780).JPG,surveys/tonga-benthic-surveys/55266/ed6d29d4-56e2-46ea-b5f3-27a2b5fa9227/(2780).JPG,3000,4000,NA,NA,NA,FALSE,177047450,23,3534,NA,sand,,substrate,,Sand,,,,"1352, 357",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43070,Kelefesia Open Control,-20.478811,-174.783666,6.5,Tonga,NA,Exposed,fringing,fore reef,NA,Open,NA,Haapai,56021,Haapai_Kelefesia Open Control_2018_Transect_3,NA,2018-10-29 13:00:00+00:00,Dive,6.5,3,4170714,DSCN9581.JPG,surveys/tonga-benthic-surveys/56021/aaa7a91d-5828-4323-bae3-8c5443065b22/DSCN9581.JPG,3456,4608,NA,NA,NA,FALSE,177710488,11,3594,NA,ta,,algae,,Turf algae,,,,"3472, 1243",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43031,Haafeva Bommie,-19.960709,-174.695525,6,Tonga,NA,Semi-exposed,fringing,fore reef,NA,Open,NA,Haapai,55880,Haapai_Haafeva Bommie_2018_Transect_1,NA,2018-08-04 14:30:00+00:00,Dive,6,1,4185426,IMG_4106.JPG,surveys/tonga-benthic-surveys/55880/4291808b-7957-4d97-b7aa-064f3aef6737/IMG_4106.JPG,3456,5184,NA,NA,NA,FALSE,178445099,22,3594,NA,ta,,algae,,Turf algae,,,,"3723, 495",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43043,Haatafu FHR Resort,-21.064712,-175.334528,8,Tonga,NA,Exposed,fringing,crest,NA,FHR_2017,NA,Tongatapu,55978,Tongatapu_Haatafu FHR Resort_2018_Transect_4,NA,2018-11-07 10:30:00+00:00,Dive,8,4,4168709,Haatafu FHR Resort (81).JPG,surveys/tonga-benthic-surveys/55978/edc73ab0-db90-4bfb-b906-1e365027bef7/Haatafu FHR Resort (81).JPG,3456,4608,NA,NA,NA,FALSE,177609909,44,3594,NA,ta,,algae,,Turf algae,,,,"4062, 1613",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43085,Lotofoa 1,-19.731164,-174.302479,5,Tonga,NA,Semi-exposed,fringing,fore reef,NA,Open,NA,Haapai,73921,Haapai_Lotofoa 1_2024_Transect_4,NA,2024-11-13 13:38:00+00:00,Dive,3.5,4,5105186,PB132517.JPG,surveys/tonga-benthic-surveys/73921/6336c823-480f-4df4-b378-28ae13563300/PB132517.JPG,3000,4000,NA,NA,NA,FALSE,224427596,24,3594,NA,ta,,algae,,Turf algae,,,,"1366, 2521",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43152,Ofu Tapana Point,-18.7215,-173.9627833,6,Tonga,NA,Very Sheltered,fringing,fore reef,NA,Open,NA,Vavau,55418,Vavau_Ofu Tapana Point_2017_Transect_1,NA,2017-10-28 11:00:00+00:00,Dive,6,1,4158922,(3246).JPG,surveys/tonga-benthic-surveys/55418/2bf5c12d-ee03-41e3-8e73-72d9d59a087f/(3246).JPG,3456,5184,NA,NA,NA,FALSE,177121018,1,3594,3558,ta,softcoral_mas,algae,soft_coral,Turf algae,Soft coral,,,"262.0, 465.0",NA,,,,TRAIN
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43206,Sophs Reef,-20.2759,-174.801422,5,Tonga,NA,Sheltered,fringing,fore reef,NA,SMA_2011,NA,Haapai,55569,Haapai_Sophs Reef_2017_Transect_2,NA,2017-09-05 15:30:00+00:00,Dive,5,2,4160229,(3783).JPG,surveys/tonga-benthic-surveys/55569/5c23b342-233f-493b-83b1-44cbba767c6e/(3783).JPG,3000,4000,NA,NA,NA,FALSE,177186527,50,3558,NA,softcoral_mas,,soft_coral,,Soft coral,,,,"3427, 2528",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43093,Luaofa Island,-18.71826667,-174.0551667,6,Tonga,NA,Semi-exposed,patch,fore reef,NA,Open,NA,Vavau,73928,Vavau_Luaofa Island_2024_Transect_3,NA,2024-10-26 15:26:00+00:00,Dive,4,3,5105485,PA262846.JPG,surveys/tonga-benthic-surveys/73928/83833866-c4b8-46c2-8849-82cb4fc00431/PA262846.JPG,3000,4000,NA,NA,NA,FALSE,224441463,46,3594,NA,ta,,algae,,Turf algae,,,,"1205, 1957",NA,,,,
